Year,Lineage,ID,Treatment,Individual,Hatch,Date,Age (days),Length (mm),Log.Length,SQRT.Length,Transform0.1,Arcsin.Length
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,5/23/25,1,1.60,0.204119983,1.264911064,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,5/27/25,5,2.46,0.390935107,1.568438714,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,5/30/25,8,2.05,0.311753861,1.431782106,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,6/3/25,12,4.26,0.629409599,2.063976744,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,6/6/25,15,5.84,0.766412847,2.416609195,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,6/10/25,19,8.84,0.946452265,2.973213749,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,6/13/25,22,10.62,1.026124517,3.258834147,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,6/17/25,26,16.71,1.22297645,4.087786687,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,6/20/25,29,13.00,1.113943352,3.605551275,,
2025,MTC1,FEC1S1,Lupinus perennis,1,5/22/25,6/24/25,33,11.80,1.071882007,3.435112807,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,5/23/25,1,2.15,0.33243846,1.46628783,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,5/27/25,5,2.32,0.365487985,1.523154621,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,5/30/25,8,3.59,0.555094449,1.894729532,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,6/3/25,12,4.61,0.663700925,2.147091055,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,6/6/25,15,6.05,0.781755375,2.459674775,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,6/10/25,19,8.82,0.945468585,2.969848481,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,6/13/25,22,11.50,1.06069784,3.391164992,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,6/17/25,26,14.17,1.15136985,3.764306045,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,6/20/25,29,11.45,1.058805487,3.383784863,,
2025,MTC1,FEC1S2,Lupinus perennis,2,5/22/25,6/24/25,33,10.54,1.022840611,3.246536616,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,5/23/25,1,1.71,0.23299611,1.307669683,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,5/27/25,5,2.22,0.346352974,1.489966443,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,5/30/25,8,3.65,0.562292864,1.910497317,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,6/3/25,12,5.69,0.755112266,2.385372088,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,6/6/25,15,9.13,0.960470778,3.021588986,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,6/10/25,19,13.51,1.130655349,3.67559519,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,6/13/25,22,14.99,1.175801633,3.871692137,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,6/17/25,26,10.89,1.03702788,3.3,,
2025,MTC1,FEC1S6,Lupinus perennis,3,5/22/25,6/20/25,29,11.04,1.042969073,3.322649545,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,5/23/25,1,1.39,0.1430148,1.178982612,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,5/27/25,5,2.13,0.328379603,1.459451952,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,5/30/25,8,2.15,0.33243846,1.46628783,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/3/25,12,4.64,0.666517981,2.154065923,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/6/25,15,4.50,0.653212514,2.121320344,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/10/25,19,6.83,0.834420704,2.613426869,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/13/25,22,6.19,0.791690649,2.487971061,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/17/25,26,11.08,1.04453976,3.328663395,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/20/25,29,13.59,1.133219457,3.686461718,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/24/25,33,14.77,1.169380495,3.84317577,,
2025,MTC1,FEC1S7,Lupinus perennis,4,5/22/25,6/27/25,36,15.21,1.182129214,3.9,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,5/23/25,1,1.89,0.276461804,1.374772708,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,5/27/25,5,2.38,0.376576957,1.542724862,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,5/30/25,8,4.72,0.673941999,2.172556098,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,6/3/25,12,7.81,0.892651034,2.794637722,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,6/6/25,15,7.99,0.902546779,2.826658805,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,6/10/25,19,12.95,1.112269768,3.598610843,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,6/13/25,22,15.56,1.192009593,3.944616585,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,6/17/25,26,12.95,1.112269768,3.598610843,,
2025,MTC1,FEC1S8,Lupinus perennis,5,5/22/25,6/20/25,29,11.42,1.057666104,3.37934905,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,5/27/25,0,1.27,0.103803721,1.126942767,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,5/30/25,3,2.20,0.342422681,1.483239697,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,6/3/25,7,3.32,0.521138084,1.822086716,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,6/6/25,10,4.69,0.671172843,2.165640783,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,6/10/25,14,7.49,0.874481818,2.736786437,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,6/13/25,17,9.32,0.969415912,3.052867504,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,6/17/25,21,14.92,1.173768823,3.862641583,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,6/20/25,24,15.66,1.194791758,3.957271787,,
2025,MTC1,FEC1S16,Lupinus perennis,6,5/27/25,6/24/25,28,10.72,1.030194785,3.274141109,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,5/27/25,0,2.01,0.303196057,1.417744688,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,5/30/25,3,2.72,0.434568904,1.64924225,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,6/3/25,7,4.28,0.631443769,2.068816087,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,6/6/25,10,4.78,0.679427897,2.186321111,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,6/10/25,14,9.91,0.996073654,3.148015248,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,6/13/25,17,11.80,1.071882007,3.435112807,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,6/17/25,21,16.75,1.224014811,4.092676386,,
2025,MTC1,FEC1S25,Lupinus perennis,8,5/27/25,6/20/25,24,12.90,1.11058971,3.591656999,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,5/27/25,0,1.20,0.079181246,1.095445115,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,5/30/25,3,1.65,0.217483944,1.284523258,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,6/3/25,7,2.69,0.42975228,1.640121947,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,6/6/25,10,3.93,0.59439255,1.98242276,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,6/10/25,14,6.52,0.814247596,2.553429067,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,6/13/25,17,8.87,0.94792362,2.978254522,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,6/17/25,21,14.44,1.159567193,3.8,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,6/20/25,24,12.00,1.079181246,3.464101615,,
2025,MTC1,FEC1S26,Lupinus perennis,9,5/27/25,6/24/25,28,10.67,1.028164419,3.266496594,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,5/23/25,1,2.00,0.301029996,1.414213562,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,5/27/25,5,2.59,0.413299764,1.609347694,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,5/30/25,8,4.09,0.611723308,2.022374842,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,6/3/25,12,5.58,0.746634199,2.362202362,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,6/6/25,15,8.42,0.925312091,2.901723626,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,6/10/25,19,13.80,1.139879086,3.714835124,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,6/13/25,22,16.37,1.214048679,4.045985665,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,6/17/25,26,12.91,1.110926242,3.593048845,,
2025,MTC2,FEC2S8,Lupinus perennis,12,5/22/25,6/20/25,29,12.08,1.082066934,3.475629439,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,5/23/25,1,1.48,0.170261715,1.216552506,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,5/27/25,5,1.87,0.271841607,1.367479433,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,5/30/25,8,2.97,0.472756449,1.723368794,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,6/3/25,12,5.37,0.729974286,2.317326045,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,6/6/25,15,6.71,0.82672252,2.590366769,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,6/10/25,19,8.88,0.948412966,2.979932885,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,6/13/25,22,13.08,1.116607744,3.616628264,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,6/17/25,26,16.78,1.224791956,4.09633983,,
2025,MTC2,FEC2S12,Lupinus perennis,13,5/22/25,6/20/25,29,12.74,1.105169428,3.56931366,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,5/23/25,1,1.30,0.113943352,1.140175425,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,5/27/25,5,2.38,0.376576957,1.542724862,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,5/30/25,8,3.24,0.51054501,1.8,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,6/3/25,12,5.19,0.715167358,2.27815715,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,6/6/25,15,7.11,0.851869601,2.666458325,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,6/10/25,19,10.03,1.001300933,3.167017524,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,6/13/25,22,16.70,1.222716471,4.086563348,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,6/17/25,26,13.65,1.135132651,3.69459064,,
2025,MTC2,FEC2S13,Lupinus perennis,14,5/22/25,6/20/25,29,11.25,1.051152522,3.354101966,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,5/23/25,1,1.71,0.23299611,1.307669683,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,5/27/25,5,1.84,0.264817823,1.356465997,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,5/30/25,8,2.64,0.421603927,1.624807681,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,6/3/25,12,6.07,0.783188691,2.463736999,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,6/6/25,15,9.53,0.979092901,3.087069808,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,6/10/25,19,11.95,1.077367905,3.456877203,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,6/13/25,22,16.64,1.221153322,4.079215611,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,6/17/25,26,13.76,1.138618434,3.709447398,,
2025,MTC2,FEC2S14,Lupinus perennis,15,5/22/25,6/20/25,29,12.03,1.080265627,3.468429039,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,5/27/25,2,1.81,0.257678575,1.345362405,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,5/30/25,5,2.52,0.401400541,1.587450787,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,6/3/25,9,4.48,0.651278014,2.116601049,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,6/6/25,12,5.74,0.758911892,2.39582971,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,6/10/25,16,8.72,0.940516485,2.952964612,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,6/13/25,19,13.63,1.134495856,3.691882988,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,6/17/25,23,16.84,1.226342087,4.103656906,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,6/20/25,26,12.21,1.086715664,3.494281042,,
2025,MTC2,FEC2S18,Lupinus perennis,16,5/25/25,6/24/25,30,10.26,1.011147361,3.203123476,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,5/27/25,2,2.16,0.334453751,1.469693846,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,5/30/25,5,3.27,0.514547753,1.808314132,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,6/3/25,9,5.00,0.698970004,2.236067977,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,6/6/25,12,6.42,0.807535028,2.533771892,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,6/10/25,16,9.14,0.960946196,3.023243292,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,6/13/25,19,14.42,1.15896526,3.797367509,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,6/17/25,23,12.29,1.089551883,3.505709629,,
2025,MTC2,FEC2S19,Lupinus perennis,17,5/25/25,6/20/25,26,11.18,1.048441804,3.343650699,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,5/27/25,2,1.76,0.245512668,1.326649916,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,5/30/25,5,2.62,0.418301291,1.618641406,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,6/3/25,9,4.94,0.693726949,2.222611077,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,6/6/25,12,8.39,0.923761961,2.896549672,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,6/10/25,16,10.79,1.033021445,3.284813541,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,6/13/25,19,15.56,1.192009593,3.944616585,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,6/17/25,23,13.96,1.144885418,3.736308338,,
2025,MTC2,FEC2S30,Lupinus perennis,18,5/25/25,6/20/25,26,11.12,1.046104787,3.3346664,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,5/30/25,2,1.63,0.212187604,1.276714533,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,6/3/25,6,3.23,0.509202522,1.797220076,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,6/6/25,9,4.45,0.648360011,2.109502311,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,6/10/25,13,8.48,0.928395852,2.912043956,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,6/13/25,16,8.57,0.932980822,2.927456234,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,6/17/25,20,13.94,1.144262774,3.733630941,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,6/20/25,23,12.75,1.105510185,3.570714214,,
2025,FE2C19,FE2C19S1,Lupinus perennis,19,5/28/25,6/24/25,27,9.63,0.983626287,3.10322413,,
2025,FE2C19,FE2C19S2,Lupinus perennis,20,6/3/25,6/6/25,3,2.50,0.397940009,1.58113883,,
2025,FE2C19,FE2C19S2,Lupinus perennis,20,6/3/25,6/10/25,7,4.33,0.636487896,2.080865205,,
2025,FE2C19,FE2C19S2,Lupinus perennis,20,6/3/25,6/13/25,10,5.73,0.758154622,2.393741841,,
2025,FE2C19,FE2C19S2,Lupinus perennis,20,6/3/25,6/17/25,14,8.97,0.952792443,2.994995826,,
2025,FE2C19,FE2C19S2,Lupinus perennis,20,6/3/25,6/20/25,17,14.91,1.173477643,3.861346915,,
2025,FE2C19,FE2C19S2,Lupinus perennis,20,6/3/25,6/24/25,21,12.11,1.083144143,3.479942528,,
2025,FE2C19,FE2C19S2,Lupinus perennis,20,6/3/25,6/27/25,24,11.12,1.046104787,3.3346664,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/3/25,0,1.48,0.170261715,1.216552506,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/6/25,3,3.29,0.517195898,1.813835715,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/10/25,7,3.70,0.568201724,1.923538406,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/13/25,10,5.54,0.743509765,2.353720459,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/17/25,14,8.52,0.930439595,2.918903904,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/20/25,17,13.19,1.120244796,3.631803959,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/24/25,21,13.29,1.123524981,3.645545227,,
2025,FE2C19,FE2C19S3,Lupinus perennis,21,6/3/25,6/27/25,24,11.03,1.042575512,3.321144381,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,5/27/25,0,1.65,0.217483944,1.284523258,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,5/30/25,3,1.71,0.23299611,1.307669683,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,6/3/25,7,3.56,0.551449998,1.886796226,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,6/6/25,10,5.43,0.73479983,2.33023604,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,6/10/25,14,10.20,1.008600172,3.193743885,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,6/13/25,17,9.53,0.979092901,3.087069808,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,6/17/25,21,13.49,1.13001195,3.672873534,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,6/20/25,24,12.76,1.105850674,3.57211422,,
2025,MTC1,FEC1L29,Lupinus polyphyllus,22,5/27/25,6/24/25,28,10.76,1.031812271,3.280243893,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,5/30/25,2,1.96,0.292256071,1.4,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/3/25,6,3.24,0.51054501,1.8,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/6/25,9,4.43,0.646403726,2.104756518,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/10/25,13,5.96,0.77524626,2.441311123,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/13/25,16,10.66,1.027757205,3.264965543,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/17/25,20,11.66,1.06669855,3.414674216,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/20/25,23,14.98,1.175511813,3.870400496,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/24/25,27,11.10,1.045322979,3.33166625,,
2025,MTC1,FEC1L37,Lupinus polyphyllus,23,5/28/25,6/27/25,30,10.67,1.028164419,3.266496594,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,5/23/25,1,1.30,0.113943352,1.140175425,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,5/27/25,5,2.27,0.356025857,1.506651917,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,5/30/25,8,1.68,0.225309282,1.29614814,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/3/25,12,4.48,0.651278014,2.116601049,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/6/25,15,4.27,0.630427875,2.066397832,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/10/25,19,7.63,0.882524538,2.762245463,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/13/25,22,8.18,0.912753304,2.860069929,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/17/25,26,9.24,0.965671971,3.039736831,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/20/25,29,13.36,1.125806458,3.655133376,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/24/25,33,10.96,1.039810554,3.310589071,,
2025,MTC2,FEC2L5,Lupinus polyphyllus,24,5/22/25,6/27/25,36,10.70,1.029383778,3.271085447,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,5/27/25,2,1.48,0.170261715,1.216552506,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,5/30/25,5,2.48,0.394451681,1.574801575,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/3/25,9,3.08,0.488550717,1.754992877,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/6/25,12,4.55,0.658011397,2.133072901,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/10/25,16,7.63,0.882524538,2.762245463,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/13/25,19,8.25,0.916453949,2.872281323,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/17/25,23,13.15,1.118925753,3.626292873,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/20/25,26,15.16,1.180699201,3.893584467,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/24/25,30,11.79,1.071513805,3.433656943,,
2025,MTC2,FEC2L11,Lupinus polyphyllus,25,5/25/25,6/27/25,33,11.96,1.07773118,3.458323293,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,5/27/25,2,1.36,0.133538908,1.166190379,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,5/30/25,5,2.40,0.380211242,1.549193338,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/3/25,9,2.52,0.401400541,1.587450787,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/6/25,12,4.64,0.666517981,2.154065923,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/10/25,16,8.71,0.940018155,2.951270913,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/13/25,19,8.58,0.933487288,2.929163703,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/17/25,23,13.15,1.118925753,3.626292873,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/20/25,26,15.16,1.180699201,3.893584467,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/24/25,30,11.79,1.071513805,3.433656943,,
2025,MTC2,FEC2L15,Lupinus polyphyllus,26,5/25/25,6/27/25,33,10.53,1.022428371,3.244996148,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,5/27/25,2,1.41,0.149219113,1.187434209,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,5/30/25,5,2.14,0.330413773,1.462873884,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,6/3/25,9,4.31,0.63447727,2.076053949,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,6/6/25,12,4.69,0.671172843,2.165640783,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,6/10/25,16,9.58,0.981365509,3.095157508,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,6/13/25,19,10.42,1.017867719,3.228002478,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,6/17/25,23,15.22,1.182414652,3.901281841,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,6/20/25,26,11.88,1.074816441,3.446737588,,
2025,MTC2,FEC2L17,Lupinus polyphyllus,27,5/25/25,6/24/25,30,10.80,1.033423755,3.286335345,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,5/27/25,2,1.86,0.269512944,1.36381817,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,5/30/25,5,2.07,0.315970345,1.438749457,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,6/3/25,9,3.30,0.51851394,1.816590212,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,6/6/25,12,3.94,0.595496222,1.984943324,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,6/10/25,16,8.54,0.931457871,2.922327839,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,6/13/25,19,8.11,0.909020854,2.847806173,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,6/17/25,23,14.58,1.163757524,3.818376618,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,6/20/25,26,14.03,1.147057671,3.74566416,,
2025,MTC2,FEC2L18,Lupinus polyphyllus,28,5/25/25,6/24/25,30,11.01,1.041787319,3.318132005,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,5/27/25,2,1.74,0.240549248,1.319090596,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,5/30/25,5,1.62,0.209515015,1.272792206,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,6/3/25,9,3.15,0.498310554,1.774823935,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,6/6/25,12,4.81,0.682145076,2.19317122,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,6/10/25,16,6.96,0.84260924,2.638181192,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,6/13/25,19,7.90,0.897627091,2.810693865,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,6/17/25,23,11.59,1.064083436,3.404408906,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,6/20/25,26,12.90,1.11058971,3.591656999,,
2025,MTC2,FEC2L31,Lupinus polyphyllus,29,5/25/25,6/24/25,30,11.76,1.070407322,3.42928564,,
